record_id,polygon_id,year,ndvi,ndvi_previous_year,ndvi_change,ndwi_mean,ndwi_previous_year,ndwi_change,rainfall_mm,temperature_celsius,elevation_mean,longitude,latitude,trend_label,coastal_distance_m,coastal_distance_km
P0270_2007,P0270,2007,0.51178918,0.494548035,0.017241145,-0.448092998,-0.445675294,-0.002417704,1109.358208,26.6310585,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2008,P0270,2008,0.476593018,0.51178918,-0.035196162,-0.421111751,-0.448092998,0.026981247,1124.035174,26.58464018,3.204494382,79.78975614,8.46806574,decrease,150,0.15
P0270_2009,P0270,2009,0.454648496,0.476593018,-0.021944522,-0.433415116,-0.421111751,-0.012303365,1015.077973,26.61745202,3.204494382,79.78975614,8.46806574,decrease,150,0.15
P0270_2010,P0270,2010,0.51571169,0.454648496,0.061063194,-0.470591021,-0.433415116,-0.037175905,1460.899837,26.43224068,3.204494382,79.78975614,8.46806574,increase,150,0.15
P0270_2011,P0270,2011,0.514122395,0.51571169,-0.001589295,-0.472220359,-0.470591021,-0.001629338,1466.478405,26.48967332,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2012,P0270,2012,0.568804514,0.514122395,0.054682119,-0.50080201,-0.472220359,-0.028581651,1392.420458,26.18262885,3.204494382,79.78975614,8.46806574,increase,150,0.15
P0270_2013,P0270,2013,0.514693187,0.568804514,-0.054111327,-0.482424767,-0.50080201,0.018377243,904.5927269,26.52184153,3.204494382,79.78975614,8.46806574,decrease,150,0.15
P0270_2014,P0270,2014,0.56301743,0.514693187,0.048324243,-0.47491415,-0.482424767,0.007510617,1496.044153,26.63511057,3.204494382,79.78975614,8.46806574,increase,150,0.15
P0270_2015,P0270,2015,0.588938127,0.56301743,0.025920697,-0.52095633,-0.47491415,-0.04604218,1444.470977,26.27676749,3.204494382,79.78975614,8.46806574,increase,150,0.15
P0270_2016,P0270,2016,0.605773338,0.588938127,0.016835211,-0.515874173,-0.52095633,0.005082157,606.6750985,26.72363133,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2017,P0270,2017,0.585848811,0.605773338,-0.019924527,-0.487228655,-0.515874173,0.028645518,970.1615633,26.41205877,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2018,P0270,2018,0.607781367,0.585848811,0.021932556,-0.506579969,-0.487228655,-0.019351314,955.6387,26.62413134,3.204494382,79.78975614,8.46806574,increase,150,0.15
P0270_2019,P0270,2019,0.609712078,0.607781367,0.001930711,-0.499029728,-0.506579969,0.007550241,1159.204441,26.59306778,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2020,P0270,2020,0.599498742,0.609712078,-0.010213336,-0.450684967,-0.499029728,0.048344761,906.9244772,27.18708192,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2021,P0270,2021,0.400839095,0.599498742,-0.198659647,-0.252098553,-0.450684967,0.198586414,1291.991993,26.81851446,3.204494382,79.78975614,8.46806574,decrease,150,0.15
P0270_2022,P0270,2022,0.211745221,0.400839095,-0.189093874,-0.119099013,-0.252098553,0.13299954,1001.804829,26.51896952,3.204494382,79.78975614,8.46806574,decrease,150,0.15
P0270_2023,P0270,2023,0.193005549,0.211745221,-0.018739672,-0.082380465,-0.119099013,0.036718548,1354.955398,27.09523673,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2024,P0270,2024,0.188288473,0.193005549,-0.004717076,-0.061876572,-0.082380465,0.020503893,907.6068415,27.13355445,3.204494382,79.78975614,8.46806574,stable,150,0.15
P0270_2025,P0270,2025,0.093228577,0.188288473,-0.095059896,-0.010491998,-0.061876572,0.051384574,1183.853775,26.53521544,3.204494382,79.78975614,8.46806574,decrease,150,0.15
P0271_2002,P0271,2002,0.260153016,0.338409428,-0.078256412,-0.307964361,-0.27808961,-0.029874751,1158.610994,27.30605686,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0271_2003,P0271,2003,0.430438016,0.260153016,0.170285,-0.336023266,-0.307964361,-0.028058905,829.6846126,26.77630482,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2004,P0271,2004,0.33357461,0.430438016,-0.096863406,-0.297234011,-0.336023266,0.038789255,1129.19568,26.261759,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0271_2005,P0271,2005,0.400200276,0.33357461,0.066625666,-0.330648914,-0.297234011,-0.033414903,1242.042282,26.41398498,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2006,P0271,2006,0.357189986,0.400200276,-0.04301029,-0.309529207,-0.330648914,0.021119707,1175.427492,26.62617565,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0271_2007,P0271,2007,0.349683456,0.357189986,-0.00750653,-0.300611955,-0.309529207,0.008917252,1109.358208,26.6310585,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2008,P0271,2008,0.35689994,0.349683456,0.007216484,-0.282307344,-0.300611955,0.018304611,1124.035174,26.58464018,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2009,P0271,2009,0.3668616,0.35689994,0.00996166,-0.298986075,-0.282307344,-0.016678731,1015.077973,26.61745202,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2010,P0271,2010,0.382177121,0.3668616,0.015315521,-0.334193583,-0.298986075,-0.035207508,1460.899837,26.43224068,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2011,P0271,2011,0.418892417,0.382177121,0.036715296,-0.343083187,-0.334193583,-0.008889604,1466.478405,26.48967332,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2012,P0271,2012,0.414734755,0.418892417,-0.004157662,-0.339151447,-0.343083187,0.00393174,1392.420458,26.18262885,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2013,P0271,2013,0.337447514,0.414734755,-0.077287241,-0.293848943,-0.339151447,0.045302504,904.5927269,26.52184153,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0271_2014,P0271,2014,0.419182721,0.337447514,0.081735207,-0.315133578,-0.293848943,-0.021284635,1496.044153,26.63511057,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2015,P0271,2015,0.443801493,0.419182721,0.024618772,-0.36654146,-0.315133578,-0.051407882,1444.470977,26.27676749,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2016,P0271,2016,0.386151259,0.443801493,-0.057650234,-0.280205236,-0.36654146,0.086336224,606.6750985,26.72363133,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0271_2017,P0271,2017,0.378732393,0.386151259,-0.007418866,-0.288309474,-0.280205236,-0.008104238,970.1615633,26.41205877,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2018,P0271,2018,0.425596916,0.378732393,0.046864523,-0.335621841,-0.288309474,-0.047312367,955.6387,26.62413134,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2019,P0271,2019,0.462049396,0.425596916,0.03645248,-0.354376156,-0.335621841,-0.018754315,1159.204441,26.59306778,4.450471063,79.79036496,8.46883826,increase,67.08203932,0.067082039
P0271_2020,P0271,2020,0.472888607,0.462049396,0.010839211,-0.327237969,-0.354376156,0.027138187,906.9244772,27.18708192,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2021,P0271,2021,0.42240688,0.472888607,-0.050481727,-0.290321032,-0.327237969,0.036916937,1291.991993,26.81851446,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0271_2022,P0271,2022,0.42989563,0.42240688,0.00748875,-0.291482431,-0.290321032,-0.001161399,1001.804829,26.51896952,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2023,P0271,2023,0.449457079,0.42989563,0.019561449,-0.29200319,-0.291482431,-0.000520759,1354.955398,27.09523673,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2024,P0271,2024,0.439901514,0.449457079,-0.009555565,-0.27460639,-0.29200319,0.0173968,907.6068415,27.13355445,4.450471063,79.79036496,8.46883826,stable,67.08203932,0.067082039
P0271_2025,P0271,2025,0.402728471,0.439901514,-0.037173043,-0.23216283,-0.27460639,0.04244356,1183.853775,26.53521544,4.450471063,79.79036496,8.46883826,decrease,67.08203932,0.067082039
P0272_2002,P0272,2002,0.234264361,0.303314733,-0.069050372,-0.217420025,-0.209048077,-0.008371948,1158.610994,27.30605686,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2003,P0272,2003,0.386182454,0.234264361,0.151918093,-0.28072433,-0.217420025,-0.063304305,829.6846126,26.77630482,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2004,P0272,2004,0.302637818,0.386182454,-0.083544636,-0.21554185,-0.28072433,0.06518248,1129.19568,26.261759,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2005,P0272,2005,0.328281983,0.302637818,0.025644165,-0.231674765,-0.21554185,-0.016132915,1242.042282,26.41398498,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2006,P0272,2006,0.327005145,0.328281983,-0.001276838,-0.204947864,-0.231674765,0.026726901,1175.427492,26.62617565,3.733905579,79.79032207,8.466711847,stable,60,0.06
P0272_2007,P0272,2007,0.322219385,0.327005145,-0.00478576,-0.229954214,-0.204947864,-0.02500635,1109.358208,26.6310585,3.733905579,79.79032207,8.466711847,stable,60,0.06
P0272_2008,P0272,2008,0.228083443,0.322219385,-0.094135942,-0.173499001,-0.229954214,0.056455213,1124.035174,26.58464018,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2009,P0272,2009,0.291713169,0.228083443,0.063629726,-0.194043776,-0.173499001,-0.020544775,1015.077973,26.61745202,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2010,P0272,2010,0.397939634,0.291713169,0.106226465,-0.264425705,-0.194043776,-0.070381929,1460.899837,26.43224068,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2011,P0272,2011,0.372289767,0.397939634,-0.025649867,-0.271707697,-0.264425705,-0.007281992,1466.478405,26.48967332,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2012,P0272,2012,0.416657356,0.372289767,0.044367589,-0.299287665,-0.271707697,-0.027579968,1392.420458,26.18262885,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2013,P0272,2013,0.348403644,0.416657356,-0.068253712,-0.196521067,-0.299287665,0.102766598,904.5927269,26.52184153,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2014,P0272,2014,0.409999567,0.348403644,0.061595923,-0.234149079,-0.196521067,-0.037628012,1496.044153,26.63511057,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2015,P0272,2015,0.417933111,0.409999567,0.007933544,-0.260657737,-0.234149079,-0.026508658,1444.470977,26.27676749,3.733905579,79.79032207,8.466711847,stable,60,0.06
P0272_2016,P0272,2016,0.214760688,0.417933111,-0.203172423,-0.12627723,-0.260657737,0.134380507,606.6750985,26.72363133,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2017,P0272,2017,0.339480827,0.214760688,0.124720139,-0.187031639,-0.12627723,-0.060754409,970.1615633,26.41205877,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2018,P0272,2018,0.359883687,0.339480827,0.02040286,-0.236237949,-0.187031639,-0.04920631,955.6387,26.62413134,3.733905579,79.79032207,8.466711847,increase,60,0.06
P0272_2019,P0272,2019,0.306721003,0.359883687,-0.053162684,-0.244488633,-0.236237949,-0.008250684,1159.204441,26.59306778,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2020,P0272,2020,0.235193056,0.306721003,-0.071527947,-0.219170079,-0.244488633,0.025318554,906.9244772,27.18708192,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2021,P0272,2021,0.139278504,0.235193056,-0.095914552,-0.083859247,-0.219170079,0.135310832,1291.991993,26.81851446,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2022,P0272,2022,-0.042827071,0.139278504,-0.182105575,0.059650954,-0.083859247,0.143510201,1001.804829,26.51896952,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0272_2023,P0272,2023,-0.060996981,-0.042827071,-0.01816991,0.085585452,0.059650954,0.025934498,1354.955398,27.09523673,3.733905579,79.79032207,8.466711847,stable,60,0.06
P0272_2024,P0272,2024,-0.05122685,-0.060996981,0.009770131,0.084740142,0.085585452,-0.00084531,907.6068415,27.13355445,3.733905579,79.79032207,8.466711847,stable,60,0.06
P0272_2025,P0272,2025,-0.085506167,-0.05122685,-0.034279317,0.111383959,0.084740142,0.026643817,1183.853775,26.53521544,3.733905579,79.79032207,8.466711847,decrease,60,0.06
P0273_2002,P0273,2002,0.219884982,0.297898563,-0.078013581,-0.250387376,-0.209774983,-0.040612393,1267.716745,27.30605686,4.781879195,79.77709004,8.348776662,decrease,67.08203932,0.067082039
P0273_2003,P0273,2003,0.324824873,0.219884982,0.104939891,-0.303238457,-0.250387376,-0.052851081,898.2570314,26.77630482,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2004,P0273,2004,0.308641239,0.324824873,-0.016183634,-0.287442805,-0.303238457,0.015795652,1225.254285,26.261759,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2005,P0273,2005,0.317636938,0.308641239,0.008995699,-0.301444018,-0.287442805,-0.014001213,1352.293791,26.41398498,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2006,P0273,2006,0.31018904,0.317636938,-0.007447898,-0.295239688,-0.301444018,0.00620433,1286.696134,26.62617565,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2007,P0273,2007,0.355859601,0.31018904,0.045670561,-0.313173044,-0.295239688,-0.017933356,1191.659813,26.6310585,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2008,P0273,2008,0.339126296,0.355859601,-0.016733305,-0.288822587,-0.313173044,0.024350457,1196.336341,26.58464018,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2009,P0273,2009,0.285916351,0.339126296,-0.053209945,-0.279869905,-0.288822587,0.008952682,1108.830143,26.61745202,4.781879195,79.77709004,8.348776662,decrease,67.08203932,0.067082039
P0273_2010,P0273,2010,0.407088451,0.285916351,0.1211721,-0.371646524,-0.279869905,-0.091776619,1503.572347,26.43224068,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2011,P0273,2011,0.410073766,0.407088451,0.002985315,-0.352850451,-0.371646524,0.018796073,1486.257459,26.48967332,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2012,P0273,2012,0.415113047,0.410073766,0.005039281,-0.346128923,-0.352850451,0.006721528,1416.555015,26.18262885,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2013,P0273,2013,0.411949903,0.415113047,-0.003163144,-0.323727491,-0.346128923,0.022401432,979.1762741,26.52184153,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2014,P0273,2014,0.445510883,0.411949903,0.03356098,-0.335654463,-0.323727491,-0.011926972,1566.80669,26.63511057,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2015,P0273,2015,0.480063658,0.445510883,0.034552775,-0.348725751,-0.335654463,-0.013071288,1545.891243,26.27676749,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2016,P0273,2016,0.486514667,0.480063658,0.006451009,-0.349152294,-0.348725751,-0.000426543,709.8912907,26.72363133,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2017,P0273,2017,0.464484741,0.486514667,-0.022029926,-0.350324113,-0.349152294,-0.001171819,1108.649864,26.41205877,4.781879195,79.77709004,8.348776662,decrease,67.08203932,0.067082039
P0273_2018,P0273,2018,0.503773372,0.464484741,0.039288631,-0.369588814,-0.350324113,-0.019264701,1079.576099,26.62413134,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2019,P0273,2019,0.513991246,0.503773372,0.010217874,-0.39525916,-0.369588814,-0.025670346,1203.048644,26.59306778,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2020,P0273,2020,0.559373092,0.513991246,0.045381846,-0.406723157,-0.39525916,-0.011463997,971.8640479,27.18708192,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2021,P0273,2021,0.497677874,0.559373092,-0.061695218,-0.370425577,-0.406723157,0.03629758,1408.402129,26.81851446,4.781879195,79.77709004,8.348776662,decrease,67.08203932,0.067082039
P0273_2022,P0273,2022,0.503181575,0.497677874,0.005503701,-0.382088532,-0.370425577,-0.011662955,1066.390021,26.51896952,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2023,P0273,2023,0.571808171,0.503181575,0.068626596,-0.427380097,-0.382088532,-0.045291565,1436.273321,27.09523673,4.781879195,79.77709004,8.348776662,increase,67.08203932,0.067082039
P0273_2024,P0273,2024,0.562511078,0.571808171,-0.009297093,-0.40132951,-0.427380097,0.026050587,1059.311218,27.13355445,4.781879195,79.77709004,8.348776662,stable,67.08203932,0.067082039
P0273_2025,P0273,2025,0.538774712,0.562511078,-0.023736366,-0.384867195,-0.40132951,0.016462315,1301.49265,26.53521544,4.781879195,79.77709004,8.348776662,decrease,67.08203932,0.067082039
P0274_2002,P0274,2002,0.205606271,0.298398335,-0.092792064,-0.16757607,-0.190492831,0.022916761,1267.716745,27.30605686,3.385132326,79.77638752,8.345152309,decrease,84.85281374,0.084852814
P0274_2003,P0274,2003,0.310162228,0.205606271,0.104555957,-0.224560866,-0.16757607,-0.056984796,898.2570314,26.77630482,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2004,P0274,2004,0.291543206,0.310162228,-0.018619022,-0.216805011,-0.224560866,0.007755855,1225.254285,26.261759,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2005,P0274,2005,0.324304068,0.291543206,0.032760862,-0.245712711,-0.216805011,-0.0289077,1352.293791,26.41398498,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2006,P0274,2006,0.301824465,0.324304068,-0.022479603,-0.23460809,-0.245712711,0.011104621,1286.696134,26.62617565,3.385132326,79.77638752,8.345152309,decrease,84.85281374,0.084852814
P0274_2007,P0274,2007,0.329475153,0.301824465,0.027650688,-0.24147143,-0.23460809,-0.00686334,1191.659813,26.6310585,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2008,P0274,2008,0.313379037,0.329475153,-0.016096116,-0.209772062,-0.24147143,0.031699368,1196.336341,26.58464018,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2009,P0274,2009,0.281460182,0.313379037,-0.031918855,-0.206239917,-0.209772062,0.003532145,1108.830143,26.61745202,3.385132326,79.77638752,8.345152309,decrease,84.85281374,0.084852814
P0274_2010,P0274,2010,0.365612043,0.281460182,0.084151861,-0.268397069,-0.206239917,-0.062157152,1503.572347,26.43224068,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2011,P0274,2011,0.372647653,0.365612043,0.00703561,-0.280443188,-0.268397069,-0.012046119,1486.257459,26.48967332,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2012,P0274,2012,0.404094749,0.372647653,0.031447096,-0.320814091,-0.280443188,-0.040370903,1416.555015,26.18262885,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2013,P0274,2013,0.356428403,0.404094749,-0.047666346,-0.240076397,-0.320814091,0.080737694,979.1762741,26.52184153,3.385132326,79.77638752,8.345152309,decrease,84.85281374,0.084852814
P0274_2014,P0274,2014,0.392007756,0.356428403,0.035579353,-0.266106108,-0.240076397,-0.026029711,1566.80669,26.63511057,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2015,P0274,2015,0.428969126,0.392007756,0.03696137,-0.25878756,-0.266106108,0.007318548,1545.891243,26.27676749,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2016,P0274,2016,0.443102699,0.428969126,0.014133573,-0.275232268,-0.25878756,-0.016444708,709.8912907,26.72363133,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2017,P0274,2017,0.403018117,0.443102699,-0.040084582,-0.268405122,-0.275232268,0.006827146,1108.649864,26.41205877,3.385132326,79.77638752,8.345152309,decrease,84.85281374,0.084852814
P0274_2018,P0274,2018,0.436687966,0.403018117,0.033669849,-0.300374266,-0.268405122,-0.031969144,1079.576099,26.62413134,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2019,P0274,2019,0.459775555,0.436687966,0.023087589,-0.328948967,-0.300374266,-0.028574701,1203.048644,26.59306778,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2020,P0274,2020,0.497411614,0.459775555,0.037636059,-0.330356152,-0.328948967,-0.001407185,971.8640479,27.18708192,3.385132326,79.77638752,8.345152309,increase,84.85281374,0.084852814
P0274_2021,P0274,2021,0.483953662,0.497411614,-0.013457952,-0.322039984,-0.330356152,0.008316168,1408.402129,26.81851446,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2022,P0274,2022,0.479421266,0.483953662,-0.004532396,-0.323911264,-0.322039984,-0.00187128,1066.390021,26.51896952,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2023,P0274,2023,0.487615644,0.479421266,0.008194378,-0.33433409,-0.323911264,-0.010422826,1436.273321,27.09523673,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2024,P0274,2024,0.504022322,0.487615644,0.016406678,-0.34000385,-0.33433409,-0.00566976,1059.311218,27.13355445,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0274_2025,P0274,2025,0.488881254,0.504022322,-0.015141068,-0.329266221,-0.34000385,0.010737629,1301.49265,26.53521544,3.385132326,79.77638752,8.345152309,stable,84.85281374,0.084852814
P0275_2002,P0275,2002,0.025448656,0.082594803,-0.057146147,-0.042006112,-0.006482982,-0.03552313,1255.011636,27.30605686,1.96107179,79.8028451,8.338562041,decrease,30,0.03
P0275_2003,P0275,2003,0.116164422,0.025448656,0.090715766,-0.048649901,-0.042006112,-0.006643789,889.36793,26.77630482,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2004,P0275,2004,0.10739351,0.116164422,-0.008770912,-0.08250866,-0.048649901,-0.033858759,1201.087254,26.261759,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2005,P0275,2005,0.128909941,0.10739351,0.021516431,-0.105506475,-0.08250866,-0.022997815,1351.478188,26.41398498,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2006,P0275,2006,0.129689863,0.128909941,0.000779922,-0.099821224,-0.105506475,0.005685251,1272.499592,26.62617565,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2007,P0275,2007,0.208724334,0.129689863,0.079034471,-0.15167648,-0.099821224,-0.051855256,1195.861881,26.6310585,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2008,P0275,2008,0.259625614,0.208724334,0.05090128,-0.172520332,-0.15167648,-0.020843852,1192.336621,26.58464018,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2009,P0275,2009,0.176837235,0.259625614,-0.082788379,-0.145164837,-0.172520332,0.027355495,1115.614726,26.61745202,1.96107179,79.8028451,8.338562041,decrease,30,0.03
P0275_2010,P0275,2010,0.2840656,0.176837235,0.107228365,-0.198104275,-0.145164837,-0.052939438,1504.808507,26.43224068,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2011,P0275,2011,0.292261019,0.2840656,0.008195419,-0.235306417,-0.198104275,-0.037202142,1507.529173,26.48967332,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2012,P0275,2012,0.283104359,0.292261019,-0.00915666,-0.208651143,-0.235306417,0.026655274,1413.397731,26.18262885,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2013,P0275,2013,0.276264244,0.283104359,-0.006840115,-0.253193493,-0.208651143,-0.04454235,977.5224538,26.52184153,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2014,P0275,2014,0.342716726,0.276264244,0.066452482,-0.279148248,-0.253193493,-0.025954755,1583.584186,26.63511057,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2015,P0275,2015,0.431379328,0.342716726,0.088662602,-0.297090429,-0.279148248,-0.017942181,1535.931313,26.27676749,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2016,P0275,2016,0.448059876,0.431379328,0.016680548,-0.31149136,-0.297090429,-0.014400931,691.5220135,26.72363133,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2017,P0275,2017,0.335590309,0.448059876,-0.112469567,-0.285123396,-0.31149136,0.026367964,1105.778636,26.41205877,1.96107179,79.8028451,8.338562041,decrease,30,0.03
P0275_2018,P0275,2018,0.39439446,0.335590309,0.058804151,-0.326777482,-0.285123396,-0.041654086,1068.570652,26.62413134,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2019,P0275,2019,0.494185437,0.39439446,0.099790977,-0.385835739,-0.326777482,-0.059058257,1163.456559,26.59306778,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2020,P0275,2020,0.477304939,0.494185437,-0.016880498,-0.388534407,-0.385835739,-0.002698668,958.2189047,27.18708192,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2021,P0275,2021,0.461549075,0.477304939,-0.015755864,-0.366238603,-0.388534407,0.022295804,1380.806526,26.81851446,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0275_2022,P0275,2022,0.421233757,0.461549075,-0.040315318,-0.356529715,-0.366238603,0.009708888,1071.826971,26.51896952,1.96107179,79.8028451,8.338562041,decrease,30,0.03
P0275_2023,P0275,2023,0.46643326,0.421233757,0.045199503,-0.393581768,-0.356529715,-0.037052053,1391.843623,27.09523673,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2024,P0275,2024,0.545099604,0.46643326,0.078666344,-0.427350414,-0.393581768,-0.033768646,1050.844064,27.13355445,1.96107179,79.8028451,8.338562041,increase,30,0.03
P0275_2025,P0275,2025,0.54331115,0.545099604,-0.001788454,-0.404973289,-0.427350414,0.022377125,1279.042604,26.53521544,1.96107179,79.8028451,8.338562041,stable,30,0.03
P0276_2002,P0276,2002,0.46938143,0.620639324,-0.151257894,-0.48800582,-0.4544996,-0.03350622,1255.011636,27.30605686,4.04743833,79.84133254,8.337221346,decrease,295.4657341,0.295465734
P0276_2003,P0276,2003,0.719525028,0.46938143,0.250143598,-0.678733358,-0.48800582,-0.190727538,889.36793,26.77630482,4.04743833,79.84133254,8.337221346,increase,295.4657341,0.295465734
P0276_2004,P0276,2004,0.568589413,0.719525028,-0.150935615,-0.538111305,-0.678733358,0.140622053,1201.087254,26.261759,4.04743833,79.84133254,8.337221346,decrease,295.4657341,0.295465734
P0276_2005,P0276,2005,0.68230199,0.568589413,0.113712577,-0.583855186,-0.538111305,-0.045743881,1351.478188,26.41398498,4.04743833,79.84133254,8.337221346,increase,295.4657341,0.295465734
P0276_2006,P0276,2006,0.604814464,0.68230199,-0.077487526,-0.537671346,-0.583855186,0.04618384,1272.499592,26.62617565,4.04743833,79.84133254,8.337221346,decrease,295.4657341,0.295465734
P0276_2007,P0276,2007,0.560089102,0.604814464,-0.044725362,-0.518149086,-0.537671346,0.01952226,1195.861881,26.6310585,4.04743833,79.84133254,8.337221346,decrease,295.4657341,0.295465734
